접수연도,자치구코드,자치구명,법정동코드,법정동명,건물명,계약일,물건금액(만원),건물면적(㎡),토지면적(㎡),층,건축년도,역개수,학교수
2024,11350,노원구,10500,상계동,상계주공1(고층),20240618,51800,58.01,0.0,1.0,1988.0,13,48
2024,11350,노원구,10500,상계동,상계주공16(고층),20240618,46500,59.39,0.0,14.0,1988.0,13,48
2024,11350,노원구,10500,상계동,상계주공5(저층),20240618,51000,31.98,0.0,4.0,1987.0,13,48
2024,11215,광진구,10400,광장동,광나루현대,20240618,115000,84.92,0.0,17.0,1996.0,11,10
2024,11215,광진구,10400,광장동,광장현대9단지,20240618,111200,59.97,0.0,9.0,1999.0,11,10
2024,11710,송파구,11200,오금동,상아2차아파트,20240618,109000,84.98,0.0,10.0,1988.0,28,18
2024,11620,관악구,10100,봉천동,상아빌라,20240618,18400,35.96,16.0,4.0,1991.0,4,112
2024,11215,광진구,10700,화양동,광진캠퍼스시티,20240618,15000,17.487,28.614,3.0,2017.0,11,19
2024,11440,마포구,12700,상암동,상암월드컵파크7단지,20240618,111300,84.74,0.0,3.0,2005.0,16,10
2024,11320,도봉구,10700,창동,동아청솔,20240618,62850,59.76,0.0,11.0,1997.0,3,21
2024,11215,광진구,10300,구의동,구의현대2단지,20240618,144500,84.91,0.0,4.0,1996.0,11,5
2024,11530,구로구,10200,구로동,구일우성,20240618,49500,59.44,0.0,7.0,1998.0,7,23
2024,11530,구로구,10200,구로동,구일우성,20240618,71500,84.49,0.0,3.0,1998.0,7,23
2024,11530,구로구,10200,구로동,구일우성,20240618,83500,114.47,0.0,12.0,1998.0,7,23
2024,11380,은평구,10900,신사동,(158-1),20240618,18500,53.34,39.0,2.0,1993.0,13,21
2024,11650,서초구,10800,서초동,서초퍼스트빌,20240618,38000,27.891,25.0,4.0,2017.0,12,55
2024,11710,송파구,10500,석촌동,석촌호수효성해링턴타워,20240618,28200,15.83,0.0,17.0,2015.0,28,1
2024,11680,강남구,10600,대치동,선릉역 롯데골드로즈2,20240618,31500,39.0,54.46,12.0,2004.0,21,37
2024,11740,강동구,10800,성내동,성내동삼성,20240618,88000,59.88,0.0,18.0,1999.0,15,3
2024,11260,중랑구,10300,중화동,동화씨티빌,20240618,28000,80.1,43.0,1.0,2000.0,8,7
2024,11440,마포구,12500,성산동,성산시영(대우),20240618,88000,50.03,0.0,9.0,1986.0,16,11
2024,11290,성북구,13900,석관동,두산,20240618,70000,59.97,0.0,9.0,1998.0,9,8
2024,11260,중랑구,10600,신내동,성원,20240618,63500,84.32,0.0,8.0,1994.0,8,6
2024,11305,강북구,10400,우이동,"성원그린(101,102동)",20240618,55500,84.77,89.0,2.0,1995.0,3,1
2024,11620,관악구,10200,신림동,성원그린빌B동(610-590),20240618,23000,61.88,26.0,1.0,2002.0,4,131
2024,11680,강남구,10300,개포동,성원대치2단지일반분양(11개동),20240618,100000,33.18,0.0,4.0,1992.0,21,35
2024,11440,마포구,12300,망원동,강변타운,20240618,80000,84.98,0.0,2.0,2000.0,16,2
2024,11440,마포구,10700,마포동,강변한신코아,20240618,31000,51.48,51.48,18.0,1992.0,16,0
2024,11200,성동구,10200,하왕십리동,센트라스,20240618,132000,59.94,0.0,5.0,2016.0,14,4
2024,11710,송파구,10800,문정동,송파푸르지오시티,20240618,19200,24.9,32.46,8.0,2013.0,28,8
2024,11710,송파구,10800,문정동,송파푸르지오시티,20240618,45500,48.67,63.449,7.0,2013.0,28,8
2024,11350,노원구,10500,상계동,수락산벨리체,20240618,85000,114.92,0.0,14.0,2000.0,13,48
2024,11380,은평구,10300,불광동,수성렉스빌,20240618,22000,28.14,18.0,2.0,2018.0,13,26
2024,11230,동대문구,11000,이문동,수아주캠퍼스빌,20240618,17500,17.393,25.1298,13.0,2019.0,6,1
2024,11305,강북구,10300,수유동,수유시그니티,20240618,36700,35.8,0.0,6.0,2023.0,3,24
2024,11680,강남구,10600,대치동,스톤빌리지대치4차,20240618,95000,49.97,28.0,2.0,2019.0,21,37
2024,11320,도봉구,10500,쌍문동,시그마팰리스,20240618,35500,71.74,0.0,8.0,2003.0,3,39
2024,11440,마포구,10300,신공덕동,신공덕래미안3차,20240618,112500,59.96,0.0,8.0,2003.0,16,0
2024,11680,강남구,10300,개포동,디에이치아너힐즈,20240618,285000,76.17,0.0,23.0,2019.0,21,35
2024,11200,성동구,11000,금호동2가,신금호파크자이,20240618,164500,84.98,0.0,9.0,2016.0,14,0
2024,11560,영등포구,13200,신길동,신길파크자이,20240618,118000,59.95,0.0,26.0,2022.0,11,51
2024,11230,동대문구,10400,전농동,금성아트빌라,20240618,23000,52.3,33.0,1.0,1992.0,6,28
2024,11215,광진구,10300,구의동,금성하이빌,20240618,42000,29.96,19.0,2.0,2023.0,11,5
2024,11140,중구,16200,신당동,신당KCC스위첸,20240618,104600,59.445,0.0,6.0,2019.0,23,86
2024,11545,금천구,10200,독산동,금천롯데캐슬골드파크3차,20240618,87000,59.966,0.0,37.0,2018.0,1,38
2024,11560,영등포구,11000,여의도동,(61-3),20240618,41000,58.59,79.0,10.0,1991.0,11,27
2024,11560,영등포구,11000,여의도동,(61-3),20240618,14950,23.0,31.01,5.0,1991.0,11,27
2024,11680,강남구,11100,세곡동,신동아파밀리에,20240618,121500,84.98,0.0,10.0,2011.0,21,2
2024,11620,관악구,10200,신림동,신림현대,20240618,70000,82.2,0.0,14.0,1993.0,4,131
2024,11650,서초구,10600,잠원동,신반포12,20240618,270000,105.36,0.0,5.0,1982.0,12,2
2024,11650,서초구,10600,잠원동,신반포19,20240618,270000,107.93,0.0,7.0,1982.0,12,2
2024,11650,서초구,10600,잠원동,신반포2,20240618,365000,107.31,0.0,8.0,1978.0,12,2
2024,11470,양천구,10200,목동,신성빌라(804),20240618,26300,56.98,24.0,3.0,1993.0,5,32
2024,11470,양천구,10300,신월동,신안약수,20240618,59000,68.0,0.0,7.0,1985.0,5,46
2024,11170,용산구,12900,이촌동,강촌,20240618,153000,59.12,0.0,5.0,1998.0,10,7
2024,11500,강서구,10300,화곡동,신영빌라B동(55-104),20240618,16400,58.48,29.0,4.0,2001.0,9,42
2024,11380,은평구,10300,불광동,LG빌라(484-308),20240618,23500,46.76,29.0,5.0,2007.0,13,26
2024,11170,용산구,12900,이촌동,강촌,20240618,210000,84.85,0.0,10.0,1998.0,10,7
2024,11410,서대문구,11000,북아현동,헤센 스마트 더 센트럴,20240618,66000,43.8,65.89,12.0,2023.0,5,13
2024,11470,양천구,10100,신정동,래미안목동아델리체(101동~118동),20240618,125000,84.58,0.0,2.0,2021.0,5,63
2024,11440,마포구,11100,신수동,신촌숲아이파크,20240618,99000,59.376,0.0,17.0,2019.0,16,8
2024,11620,관악구,10200,신림동,신림현대,20240618,60000,59.85,0.0,10.0,1993.0,4,131
2024,11680,강남구,10300,개포동,개포더샵트리에,20240618,239000,105.806,0.0,6.0,2021.0,21,35
2024,11650,서초구,10100,방배동,래미안방배아트힐(1008-2),20240618,208000,105.27,0.0,18.0,2004.0,12,36
2024,11650,서초구,10100,방배동,래미안방배아트힐(1008-2),20240618,227000,127.61,0.0,17.0,2004.0,12,36
2024,11590,동작구,10200,상도동,래미안상도3차,20240618,124500,84.96,0.0,10.0,2004.0,12,8
2024,11500,강서구,10600,내발산동,쏘홈아트빌,20240618,15700,29.97,17.0,3.0,2012.0,9,69
2024,11380,은평구,10700,응암동,(701-11),20240618,11700,32.16,26.0,2.0,1989.0,13,46
2024,11290,성북구,13700,상월곡동,아델하임,20240618,26800,29.93,22.0,3.0,2019.0,9,1
2024,11590,동작구,10600,동작동,아로마빌,20240618,58000,74.94,43.0,1.0,2010.0,12,6
2024,11740,강동구,10100,명일동,래미안솔베뉴,20240618,119000,59.11,0.0,3.0,2019.0,15,9
2024,11680,강남구,10300,개포동,개포래미안포레스트,20240618,235000,74.66,0.0,10.0,2020.0,21,35
2024,11740,강동구,10100,명일동,래미안솔베뉴,20240618,119000,59.25,0.0,3.0,2019.0,15,9
2024,11305,강북구,10200,번동,기산그린,20240618,40900,59.94,0.0,16.0,2000.0,3,3
2024,11740,강동구,10100,명일동,래미안솔베뉴,20240618,145000,78.07,0.0,3.0,2019.0,15,9
2024,11740,강동구,10100,명일동,래미안솔베뉴,20240618,145000,78.07,0.0,3.0,2019.0,15,9
2024,11740,강동구,10500,길동,길동우성,20240618,52000,57.1,0.0,6.0,1994.0,15,2
2024,11305,강북구,10300,수유동,아임파크7차,20240618,30000,48.5,31.0,2.0,2016.0,3,24
2024,11305,강북구,10200,번동,기산그린,20240618,40900,59.94,0.0,16.0,2000.0,3,3
2024,11650,서초구,10700,반포동,아크로리버파크,20240618,600000,112.96,0.0,17.0,2016.0,12,20
2024,11650,서초구,10700,반포동,(714-25),20240618,75000,63.81,38.0,1.0,1992.0,12,20
2024,11650,서초구,10600,잠원동,래미안신반포팰리스,20240618,300000,84.42,0.0,23.0,2016.0,12,2
2024,11650,서초구,10600,잠원동,래미안신반포팰리스,20240618,296500,84.49,0.0,5.0,2016.0,12,2
2024,11290,성북구,13900,석관동,래미안아트리치,20240618,84000,59.42,0.0,3.0,2019.0,9,8
2024,11545,금천구,10300,시흥동,약수타운,20240618,19500,55.36,37.0,2.0,1994.0,1,57
2024,11200,성동구,11800,송정동,양지쉐르빌아파트,20240618,54000,59.02,0.0,6.0,2016.0,14,1
2024,11560,영등포구,12700,양평동3가,양평현대6차,20240618,104000,84.94,0.0,22.0,2000.0,11,0
2024,11530,구로구,10200,구로동,(791-30),20240618,24000,53.04,18.0,4.0,1997.0,7,23
2024,11680,강남구,10300,개포동,개포주공5단지,20240618,200000,53.98,0.0,8.0,1983.0,21,35
2024,11530,구로구,10700,개봉동,PAPRICA276,20240618,7700,12.55,11.0,2.0,2012.0,7,7
2024,11230,동대문구,10600,장안동,에스아이팰리스장안센텀,20240618,23600,14.213,0.0,12.0,2020.0,6,5
2024,11680,강남구,10300,개포동,개포주공6단지,20240618,218000,60.13,0.0,9.0,1983.0,21,35
2024,11530,구로구,10700,개봉동,PAPRICA276,20240618,8000,14.4,12.0,4.0,2012.0,7,7
2024,11470,양천구,10300,신월동,엘리시안3차,20240618,13000,25.06,13.0,2.0,2012.0,5,46
2024,11290,성북구,13400,길음동,길음뉴타운9단지(래미안),20240618,133000,114.86,0.0,16.0,2010.0,9,8
2024,11680,강남구,11400,일원동,개포한신,20240618,198000,107.6,0.0,3.0,1984.0,21,46
2024,11290,성북구,13800,장위동,래미안장위퍼스트하이,20240618,107500,84.94,0.0,14.0,2020.0,9,7
2024,11230,동대문구,10400,전농동,래미안크레시티,20240618,131000,84.98,0.0,9.0,2014.0,6,28
2024,11680,강남구,10100,역삼동,역삼푸르지오,20240618,204000,59.884,0.0,4.0,2006.0,21,4
2024,11680,강남구,10100,역삼동,역삼푸르지오,20240618,249000,84.909,0.0,12.0,2006.0,21,4
2024,11500,강서구,10100,염창동,염창1차한화꿈에그린,20240618,124000,84.93,0.0,6.0,2005.0,9,4
2024,11500,강서구,10100,염창동,길훈,20240618,69000,59.94,0.0,5.0,1999.0,9,4
2024,11650,서초구,10700,반포동,래미안퍼스티지,20240618,377000,84.93,0.0,29.0,2009.0,12,20
2024,11680,강남구,11500,수서동,까치마을,20240618,86000,34.44,0.0,4.0,1993.0,21,21
2024,11230,동대문구,10200,용두동,래미안허브리츠,20240618,116000,84.97,0.0,6.0,2011.0,6,1
2024,11260,중랑구,10100,면목동,꿈애공간,20240618,31000,35.37,21.0,2.0,2020.0,8,15
2024,11740,강동구,10200,고덕동,래미안힐스테이트고덕,20240618,125000,59.35,0.0,6.0,2016.0,15,30
2024,11200,성동구,11300,옥수동,옥수어울림,20240618,163000,84.96,0.0,19.0,2011.0,14,16
2024,11200,성동구,11300,옥수동,옥수파크힐스101동~116동,20240618,192000,84.64,0.0,17.0,2016.0,14,16
2024,11200,성동구,11300,옥수동,옥수파크힐스117동~125동,20240618,157000,59.78,0.0,8.0,2016.0,14,16
2024,11740,강동구,10600,둔촌동,올림픽파크 포레온,20240618,220354,84.98,0.0,26.0,0.0,15,15
2024,11710,송파구,11300,거여동,거여1단지,20240618,76500,49.8,0.0,5.0,1997.0,28,55
2024,11740,강동구,10900,천호동,YH빌리지,20240618,26000,29.82,17.0,4.0,2017.0,15,14
2024,11740,강동구,10800,성내동,올림픽파크한양수자인,20240618,80000,59.55,0.0,12.0,2016.0,15,3
2024,11710,송파구,10800,문정동,올림픽훼밀리타운,20240618,178000,84.751,0.0,8.0,1988.0,28,8
2024,11710,송파구,10800,문정동,올림픽훼밀리타운,20240618,209500,136.325,0.0,6.0,1988.0,28,8
2024,11290,성북구,13600,하월곡동,로이코타운,20240618,25500,21.67,13.0,7.0,2019.0,9,27
2024,11170,용산구,11900,효창동,용산롯데캐슬센터포레,20240618,156000,59.79,0.0,13.0,2019.0,10,5
2024,11620,관악구,10100,봉천동,로제하우스7차,20240618,32700,63.78,30.0,3.0,2005.0,4,112
2024,11680,강남구,10100,역삼동,e-편한세상,20240618,257000,84.991,0.0,5.0,2005.0,21,4
2024,11170,용산구,12500,한강로2가,용산파크e-편한세상,20240618,170000,113.31,0.0,7.0,2007.0,10,0
2024,11740,강동구,10900,천호동,우노펠리스,20240618,44500,43.64,31.0,4.0,2019.0,15,14
2024,11410,서대문구,12000,남가좌동,남가좌동현대,20240618,70000,59.4,0.0,5.0,1999.0,5,3
2024,11545,금천구,10300,시흥동,우방,20240618,48000,59.91,0.0,24.0,2002.0,1,57
2024,11590,동작구,10100,노량진동,우성,20240618,104000,84.96,0.0,17.0,1997.0,12,1
2024,11440,마포구,10400,도화동,우성,20240618,163500,141.515,0.0,13.0,1991.0,16,1
2024,11560,영등포구,13200,신길동,우성1,20240618,70000,49.64,0.0,3.0,1986.0,11,51
2024,11680,강남구,11400,일원동,우성7,20240618,230000,83.69,0.0,8.0,1987.0,21,46
2024,11650,서초구,10200,양재동,우성KBS(113동),20240618,135000,84.69,0.0,5.0,1996.0,12,8
2024,11215,광진구,10300,구의동,e편한세상광진그랜드파크,20240618,160000,84.971,0.0,12.0,2021.0,11,5
2024,11500,강서구,10600,내발산동,우장산힐스테이트,20240618,110000,59.98,0.0,7.0,2005.0,9,69
2024,11290,성북구,13400,길음동,롯데캐슬클라시아,20240618,136000,84.975,0.0,25.0,2022.0,9,8
2024,11500,강서구,10600,내발산동,우장산힐스테이트,20240618,135000,84.98,0.0,14.0,2005.0,9,69
2024,11650,서초구,10800,서초동,롯데캐슬클래식,20240618,210000,74.3,0.0,12.0,2006.0,12,55
2024,11620,관악구,10200,신림동,(1438-4),20240618,8823,12.1,16.64,2.0,2011.0,4,131
2024,11650,서초구,10800,서초동,롯데캐슬클래식,20240618,234000,84.98,0.0,6.0,2006.0,12,55
2024,11200,성동구,11500,성수동2가,롯데캐슬파크,20240618,125000,58.491,0.0,12.0,2003.0,14,0
2024,11740,강동구,10700,암사동,롯데캐슬퍼스트,20240618,143000,84.81,0.0,19.0,2008.0,15,9
2024,11740,강동구,10700,암사동,롯데캐슬퍼스트,20240618,128500,84.98,0.0,9.0,2008.0,15,9
2024,11680,강남구,10100,역삼동,네스빌,20240618,17700,24.0,32.06,6.0,2004.0,21,4
2024,11710,송파구,10800,문정동,건영1,20240618,118000,84.39,0.0,12.0,1996.0,28,8
2024,11110,종로구,18600,신영동,"월드캐슬(3,5동)",20240618,103500,120.18,123.0,3.0,1995.0,15,1
2024,11710,송파구,10900,장지동,위례24단지(꿈에그린),20240618,119500,59.85,0.0,7.0,2013.0,28,20
2024,11590,동작구,10800,대방동,노블하우스,20240618,41000,42.31,29.0,2.0,2016.0,12,82
2024,11260,중랑구,10200,상봉동,리더스타운,20240618,34000,29.22,20.0,4.0,2018.0,8,4
2024,11620,관악구,10100,봉천동,율포,20240618,37000,60.81,26.0,1.0,2003.0,4,112
2024,11215,광진구,10100,중곡동,리슈빌,20240618,35750,35.21,21.0,5.0,2015.0,11,49
2024,11590,동작구,10200,상도동,e편한세상상도노빌리티,20240618,129500,59.782,0.0,4.0,2018.0,12,8
2024,11410,서대문구,11000,북아현동,이편한세상신촌(1단지),20240618,150000,84.93,0.0,7.0,2018.0,5,13
2024,11380,은평구,10900,신사동,이한트윈빌(23-24),20240618,28300,65.66,31.0,4.0,2002.0,13,21
2024,11110,종로구,16600,연건동,이화에수풀,20240618,18000,16.98,0.0,6.0,2014.0,15,0
2024,11500,강서구,10900,방화동,마곡라테라스,20240618,22750,28.78,15.0,3.0,2018.0,9,49
2024,11215,광진구,10500,자양동,자양강변I-Park,20240618,169000,84.95,0.0,10.0,2006.0,11,22
2024,11260,중랑구,10100,면목동,다보빌,20240618,30000,49.55,30.0,2.0,2014.0,8,15
2024,11380,은평구,10600,대조동,다성빌라,20240618,43000,56.42,29.0,2.0,2002.0,13,16
2024,11740,강동구,10500,길동,다성이즈빌,20240618,65500,84.19,0.0,2.0,2003.0,15,2
2024,11500,강서구,10500,마곡동,마곡에비앙,20240618,12000,18.97,28.22,2.0,2015.0,9,8
2024,11740,강동구,10500,길동,다성이즈빌아파트,20240618,59000,84.93,0.0,6.0,2005.0,15,2
2024,11500,강서구,10500,마곡동,마곡엠벨리(15단지),20240618,135000,84.5,0.0,14.0,2014.0,9,8
2024,11500,강서구,10500,마곡동,마곡역센트럴푸르지오시티,20240618,17000,23.0,30.69,9.0,2016.0,9,8
2024,11590,동작구,10100,노량진동,장승빌라,20240618,94500,32.34,18.0,-1.0,1991.0,12,1
2024,11230,동대문구,11000,이문동,,20240618,90000,199.71,83.0,,1992.0,6,1
2024,11230,동대문구,10600,장안동,장안현대벤처빌,20240618,11000,32.24,41.6,8.0,2004.0,6,5
2024,11620,관악구,10200,신림동,(1438-4),20240618,8956,12.1,16.64,5.0,2011.0,4,131
2024,11290,성북구,13800,장위동,장위아띠끄빌,20240618,45500,25.38,20.0,2.0,2019.0,9,7
2024,11230,동대문구,10400,전농동,전농SK,20240618,79000,84.95,0.0,24.0,2000.0,6,28
2024,11440,마포구,12300,망원동,강변타운,20240618,80000,84.98,0.0,2.0,2000.0,16,2
2024,11290,성북구,13300,정릉동,정릉꿈에그린,20240618,84500,84.56,0.0,15.0,2015.0,9,22
2024,11440,마포구,10100,아현동,마포센트럴아이파크,20240618,150000,84.966,0.0,7.0,2017.0,16,78
2024,11230,동대문구,10500,답십리동,답십리청솔우성,20240618,80000,84.94,0.0,3.0,2000.0,6,3
2024,11440,마포구,11400,창전동,마포웨스트리버태영데시앙,20240618,149000,84.391,0.0,17.0,2019.0,16,0
2024,11305,강북구,10200,번동,정원맨션,20240618,18000,33.24,17.0,4.0,2002.0,3,3
2024,11620,관악구,10200,신림동,(1438-4),20240618,8823,12.1,16.64,3.0,2011.0,4,131
2024,11320,도봉구,10700,창동,주공17단지,20240618,32000,36.16,0.0,2.0,1989.0,3,21
2024,11320,도봉구,10700,창동,주공17단지,20240618,32000,36.34,0.0,5.0,1989.0,3,21
2024,11440,마포구,10200,공덕동,마포현대하이엘,20240618,22800,31.375,41.037,5.0,2005.0,16,1
2024,11350,노원구,10600,중계동,주공8,20240618,51000,49.72,0.0,6.0,1993.0,13,97
2024,11620,관악구,10200,신림동,(1438-4),20240618,8956,12.1,16.64,4.0,2011.0,4,131
2024,11350,노원구,10500,상계동,중계센트럴파크,20240618,81000,84.53,0.0,14.0,2016.0,13,48
2024,11650,서초구,10200,양재동,중앙클래식,20240618,64000,41.36,24.0,4.0,2017.0,12,8
2024,11620,관악구,10100,봉천동,e편한세상서울대입구2단지,20240618,115500,84.97,0.0,4.0,2019.0,4,112
2024,11260,중랑구,10600,신내동,중앙하이츠,20240618,57000,84.97,0.0,6.0,1996.0,8,6
2024,11170,용산구,10200,용산동2가,진풍빌라트,20240618,28900,20.64,22.0,3.0,2007.0,10,0
2024,11350,노원구,10300,공릉동,참다움아파트,20240618,52000,84.907,0.0,1.0,2012.0,13,36
2024,11560,영등포구,11500,당산동5가,당산센트럴아이파크,20240618,137500,59.98,0.0,3.0,2020.0,11,0
2024,11230,동대문구,10500,답십리동,모아타운,20240618,35000,29.99,20.0,3.0,2022.0,6,3
2024,11470,양천구,10200,목동,목동2차아이파크,20240618,113000,84.85,0.0,14.0,2004.0,5,32
2024,11560,영등포구,11500,당산동5가,당산센트럴아이파크,20240618,168900,84.98,0.0,18.0,2020.0,11,0
2024,11410,서대문구,10600,천연동,천연뜨란채,20240618,50000,30.17,0.0,8.0,2006.0,5,2
2024,11305,강북구,10300,수유동,천지빌라,20240618,17000,29.93,18.0,4.0,2016.0,3,24
2024,11470,양천구,10200,목동,목동대우마이빌,20240618,15500,33.55,45.5,8.0,2003.0,5,32
2024,11740,강동구,10900,천호동,천호동삼성아파트,20240618,65400,84.97,0.0,18.0,1997.0,15,14
2024,11740,강동구,10900,천호동,천호역 한강 푸르지오시티,20240618,17200,25.24,35.91,20.0,2015.0,15,14
2024,11710,송파구,11400,마천동,(358-26),20240618,89500,189.41,100.0,1.0,1981.0,28,2
2024,11560,영등포구,13300,대림동,경성빌라A동,20240618,23500,36.4,31.0,1.0,1987.0,11,6
2024,11530,구로구,10600,고척동,청구,20240618,54800,59.94,0.0,14.0,1999.0,7,12
2024,11215,광진구,10400,광장동,청구,20240618,100000,59.95,0.0,17.0,1996.0,11,10
2024,11140,중구,16200,신당동,청구e편한세상,20240618,144000,84.96,0.0,4.0,2011.0,23,86
2024,11350,노원구,10400,하계동,청솔(시영7),20240618,48800,49.5,0.0,5.0,1989.0,13,52
2024,11380,은평구,10600,대조동,청송힐타운(193-14),20240618,28000,56.94,29.0,4.0,2002.0,13,16
2024,11305,강북구,10400,우이동,청우그린빌라,20240618,15000,42.42,19.0,1.0,1996.0,3,1
2024,11590,동작구,10200,상도동,카렌시아B동,20240618,33000,29.83,13.0,1.0,2022.0,12,8
2024,11230,동대문구,10900,휘경동,캠퍼스드림오피스텔,20240618,19600,16.04,0.0,11.0,2020.0,6,36
2024,11590,동작구,10200,상도동,케이디아이빌E동,20240618,19344,27.71,18.0,3.0,2007.0,12,8
2024,11470,양천구,10100,신정동,목동신시가지11,20240618,107800,51.48,0.0,6.0,1988.0,5,63
2024,11215,광진구,10500,자양동,타워더모스트광진아크로텔,20240618,20200,23.97,34.42,11.0,2014.0,11,22
2024,11620,관악구,10200,신림동,(1438-4),20240618,15518,24.07,33.11,4.0,2011.0,4,131
2024,11530,구로구,10800,오류동,태성그린빌라,20240618,20000,59.86,43.0,1.0,1996.0,7,12
2024,11470,양천구,10200,목동,목동신시가지2,20240618,153000,65.25,0.0,3.0,1986.0,5,32
2024,11110,종로구,17900,홍파동,경희궁자이(2단지),20240618,200000,84.614,0.0,1.0,2017.0,15,0
2024,11170,용산구,10800,서계동,트리니티타운,20240618,52500,18.971,21.0,-1.0,2021.0,10,6
2024,11710,송파구,10100,잠실동,트리지움,20240618,218000,84.97,0.0,11.0,2007.0,28,23
2024,11110,종로구,17700,평동,경희궁자이(3단지),20240618,147000,59.854,0.0,3.0,2017.0,15,0
2024,11620,관악구,10200,신림동,(1438-4),20240618,15253,24.07,33.11,2.0,2011.0,4,131
2024,11710,송파구,10200,신천동,파크리오,20240618,215000,84.79,0.0,10.0,2008.0,28,9
2024,11710,송파구,10200,신천동,파크리오,20240618,218000,84.9,0.0,4.0,2008.0,28,9
2024,11380,은평구,10500,구산동,파크원,20240618,35500,40.67,22.0,5.0,2018.0,13,27
2024,11620,관악구,10300,남현동,팔라시오,20240618,43842,72.25,0.0,5.0,2004.0,4,1
2024,11545,금천구,10200,독산동,퍼스티아,20240618,46000,39.72,24.0,2.0,2024.0,1,38
2024,11650,서초구,10300,우면동,대림,20240618,184000,130.89,0.0,13.0,1995.0,12,2
2024,11350,노원구,10300,공릉동,풍림아파트A,20240618,64700,59.94,0.0,4.0,2001.0,13,36
2024,11380,은평구,10100,수색동,e편한세상수색에코포레,20240618,60000,59.895,0.0,3.0,2003.0,13,1
2024,11740,강동구,10200,고덕동,고덕그라시움,20240618,140000,59.785,0.0,8.0,2019.0,15,30
2024,11470,양천구,10200,목동,목동신시가지7,20240618,247000,101.2,0.0,15.0,1986.0,5,32
2024,11530,구로구,10100,신도림동,대림2,20240618,140000,134.99,0.0,18.0,2001.0,7,7
2024,11200,성동구,10900,금호동1가,e편한세상신금호파크힐스,20240618,139000,59.949,0.0,3.0,2019.0,14,0
2024,11440,마포구,11600,하중동,한강밤섬자이,20240618,335000,160.39,0.0,18.0,2010.0,16,0
2024,11590,동작구,10400,본동,한강쌍용,20240618,94500,59.64,0.0,14.0,1999.0,12,1
2024,11470,양천구,10200,목동,목동에버하임,20240618,40000,41.06,0.0,7.0,2019.0,5,32
2024,11590,동작구,10200,상도동,골든빌라,20240618,20000,36.3,20.0,1.0,1995.0,12,8
2024,11530,구로구,10100,신도림동,대림e-편한세상4,20240618,161000,117.74,0.0,16.0,2003.0,7,7
2024,11620,관악구,10200,신림동,(1438-4),20240618,15253,24.07,33.11,3.0,2011.0,4,131
2024,11740,강동구,10200,고덕동,고덕그라시움,20240618,270000,127.765,0.0,14.0,2019.0,15,30
2024,11530,구로구,10100,신도림동,대림e-편한세상4,20240618,173000,152.07,0.0,13.0,2003.0,7,7
2024,11650,서초구,10600,잠원동,한신,20240618,243000,84.52,0.0,9.0,1992.0,12,2
2024,11710,송파구,11100,방이동,목화월드빌라,20240618,38000,61.05,32.0,1.0,1991.0,28,19
2024,11200,성동구,10800,응봉동,대림강변타운,20240618,170000,114.88,0.0,20.0,2001.0,14,2
2024,11590,동작구,10800,대방동,대림아파트,20240618,130000,84.92,0.0,18.0,1993.0,12,82
2024,11560,영등포구,12100,문래동3가,문래자이,20240618,138000,84.98,0.0,11.0,2001.0,11,0
2024,11560,영등포구,12100,문래동3가,문래자이,20240618,156000,121.53,0.0,19.0,2001.0,11,0
2024,11710,송파구,10800,문정동,문정 오벨리스크,20240618,21500,22.12,32.76,8.0,2018.0,28,8
2024,11350,노원구,10400,하계동,한신1,20240618,29700,27.0,0.0,4.0,1988.0,13,52
2024,11200,성동구,10200,하왕십리동,한신무학,20240618,80800,62.41,0.0,4.0,1989.0,14,4
2024,11260,중랑구,10300,중화동,한신아파트상가동유치원동(102~102),20240618,73000,84.03,0.0,5.0,1998.0,8,7
2024,11260,중랑구,10300,중화동,한신아파트상가동유치원동(103~109),20240618,62500,59.76,0.0,19.0,1997.0,8,7
2024,11260,중랑구,10300,중화동,한신아파트상가동유치원동(103~109),20240618,62500,59.76,0.0,14.0,1997.0,8,7
2024,11650,서초구,10600,잠원동,한신타운,20240618,178000,63.94,0.0,9.0,1989.0,12,2
2024,11350,노원구,10500,상계동,한양,20240618,73000,86.62,0.0,3.0,1988.0,13,48
2024,11260,중랑구,10100,면목동,미래하이츠,20240618,44500,44.58,28.0,5.0,2022.0,8,15
2024,11650,서초구,10200,양재동,미림빌라,20240618,40000,34.71,18.0,2.0,1994.0,12,8
2024,11530,구로구,10200,구로동,한일유앤아이,20240618,50000,84.962,0.0,14.0,2006.0,7,23
2024,11170,용산구,12100,용문동,대성3차빌라,20240618,56000,64.44,26.0,4.0,2008.0,10,0
2024,11200,성동구,11400,성수동1가,한진타운,20240618,141900,59.4,0.0,9.0,1994.0,14,0
2024,11380,은평구,10400,갈현동,미호아리타운,20240618,16500,28.6,18.0,3.0,2012.0,13,68
2024,11380,은평구,10800,역촌동,해들목휴먼빌(60-35),20240618,38000,46.0,29.0,5.0,2017.0,13,1
2024,11380,은평구,11400,진관동,박석고개1단지힐스테이트(116~131동)BL2-1,20240618,78900,59.85,0.0,5.0,2009.0,13,33
2024,11530,구로구,10700,개봉동,해마루(33-35),20240618,33000,40.99,23.0,5.0,2018.0,7,7
2024,11740,강동구,10300,상일동,고덕센트럴IPARK,20240618,145000,84.91,0.0,8.0,2019.0,15,37
