접수연도,자치구코드,자치구명,법정동코드,법정동명,건물명,계약일,물건금액(만원),건물면적(㎡),토지면적(㎡),층,건축년도,역개수,학교수
2024,11440,마포구,11400,창전동,해모로,20241102,134500,83.85,0.0,2.0,2007.0,16,0
2024,11740,강동구,10600,둔촌동,더샵파크솔레이유,20241102,84000,52.47,0.0,1.0,0.0,15,15
2024,11260,중랑구,10300,중화동,더하우스도도A동,20241102,53000,46.83,29.0,2.0,2022.0,8,7
2024,11560,영등포구,13300,대림동,,20241102,98000,213.93,132.0,,1993.0,11,6
2024,11620,관악구,10100,봉천동,관악드림(삼성),20241102,76300,59.85,0.0,18.0,2003.0,4,112
2024,11620,관악구,10100,봉천동,관악드림(동아),20241102,71000,60.0,0.0,1.0,2003.0,4,112
2024,11350,노원구,10400,하계동,현대,20241102,94500,84.95,0.0,1.0,1988.0,13,52
2024,11440,마포구,10200,공덕동,공덕현대,20241102,92300,51.62,0.0,7.0,1989.0,16,1
2024,11230,동대문구,11000,이문동,,20241102,100000,135.72,93.0,,1996.0,6,1
2024,11290,성북구,13300,정릉동,,20241102,82900,133.33,185.0,,1985.0,9,22
2024,11440,마포구,10100,아현동,공덕자이,20241102,150000,59.99,0.0,2.0,0.0,16,78
2024,11650,서초구,10100,방배동,덕산데코빌,20241102,190000,75.15,42.0,5.0,2003.0,12,36
2024,11410,서대문구,11100,홍제동,현대(321-1),20241102,31000,84.99,32.0,-1.0,1996.0,5,5
2024,11545,금천구,10100,가산동,덕산파크빌,20241102,21000,29.53,18.0,4.0,2015.0,1,0
2024,11560,영등포구,13300,대림동,현대2,20241102,74000,84.74,0.0,2.0,1992.0,11,6
2024,11260,중랑구,10500,망우동,(185-6),20241102,24900,43.13,27.0,6.0,2012.0,8,48
2024,11680,강남구,11000,압구정동,현대8차(성수현대:91~95동),20241102,630000,163.67,0.0,8.0,1980.0,21,15
2024,11440,마포구,10400,도화동,도화동현대,20241102,100000,68.22,0.0,2.0,1996.0,16,1
2024,11215,광진구,10500,자양동,우성1,20241102,89500,51.57,0.0,4.0,1988.0,11,22
2024,11500,강서구,10300,화곡동,현대하우징(51-37),20241102,16800,33.51,22.0,3.0,2011.0,9,42
2024,11380,은평구,10400,갈현동,고은명가,20241102,17000,28.39,17.0,2.0,2014.0,13,68
2024,11290,성북구,10300,돈암동,돈암동삼성,20241102,78000,84.59,0.0,6.0,1999.0,9,28
2024,11290,성북구,10300,돈암동,돈암코오롱하늘채,20241102,109600,84.757,0.0,10.0,2016.0,9,28
2024,11440,마포구,10400,도화동,현대홈타운,20241102,137000,113.25,0.0,11.0,2000.0,16,1
2024,11740,강동구,10200,고덕동,고덕힐하우스,20241102,67000,39.7,13.0,2.0,2022.0,15,30
2024,11590,동작구,10200,상도동,상도역롯데캐슬파크엘,20241102,136000,59.981,0.0,17.0,2021.0,12,8
2024,11560,영등포구,11900,문래동1가,2030센터뷰,20241101,42500,26.78,11.0,7.0,2023.0,11,0
2024,11440,마포구,12500,성산동,유동빌리지,20241101,20030,34.83,24.0,3.0,1996.0,16,11
2024,11110,종로구,17500,숭인동,도시그린빌라,20241101,37800,58.79,0.0,1.0,1997.0,15,73
2024,11500,강서구,10100,염창동,대명투웨니퍼스트,20241101,13700,15.04,21.05,5.0,2012.0,9,4
2024,11320,도봉구,10700,창동,더프라우드창동,20241101,65474,59.77,71.93,13.0,2024.0,3,21
2024,11215,광진구,10500,자양동,대원캐슬6차,20241101,81500,53.62,29.0,2.0,2023.0,11,22
2024,11680,강남구,10500,삼성동,대종빌딩,20241101,29600,31.5,44.64,15.0,1991.0,21,8
2024,11680,강남구,10500,삼성동,대종빌딩,20241101,42700,42.0,59.52,5.0,1991.0,21,8
2024,11680,강남구,10500,삼성동,대종빌딩,20241101,42700,42.0,59.52,14.0,1991.0,21,8
2024,11680,강남구,10500,삼성동,대종빌딩,20241101,99450,97.94,138.78,14.0,1991.0,21,8
2024,11320,도봉구,10700,창동,더프라우드창동,20241101,63548,59.77,71.93,11.0,2024.0,3,21
2024,11380,은평구,10700,응암동,대주피오레,20241101,67000,84.92,0.0,6.0,2003.0,13,46
2024,11215,광진구,10500,자양동,더 라움 펜트하우스,20241101,123200,58.82,88.97,12.0,2022.0,11,22
2024,11320,도봉구,10700,창동,더프라우드창동,20241101,64427,59.77,71.93,13.0,2024.0,3,21
2024,11740,강동구,10600,둔촌동,올림픽파크 포레온,20241101,200000,95.97,0.0,20.0,0.0,15,15
2024,11500,강서구,10300,화곡동,상우빌라,20241101,16000,54.9,28.0,4.0,2001.0,9,42
2024,11680,강남구,10300,개포동,우성8,20241101,219000,79.61,0.0,2.0,1987.0,21,35
2024,11215,광진구,10300,구의동,구의현대2단지,20241101,148000,84.91,0.0,5.0,1996.0,11,5
2024,11230,동대문구,10800,회기동,,20241101,585000,1085.52,426.0,,2010.0,6,9
2024,11620,관악구,10200,신림동,,20241101,158185,248.97,139.0,,1991.0,4,131
2024,11590,동작구,10700,사당동,,20241101,110000,248.94,167.0,,1985.0,12,14
2024,11200,성동구,10200,하왕십리동,,20241101,232000,178.5,86.0,,1994.0,14,4
2024,11620,관악구,10200,신림동,,20241101,15000,168.09,166.0,,1994.0,4,131
2024,11500,강서구,10300,화곡동,,20241101,85000,128.27,104.0,,1989.0,9,42
2024,11230,동대문구,10700,청량리동,,20241101,90500,97.42,96.0,,1960.0,6,8
2024,11140,중구,16000,인현동1가,,20241101,195500,62.25,76.0,,1900.0,23,0
2024,11230,동대문구,11000,이문동,,20241101,74600,33.06,40.0,,1968.0,6,1
2024,11470,양천구,10200,목동,힐타운,20241101,16100,42.96,25.0,2.0,2002.0,5,32
2024,11530,구로구,10100,신도림동,힐스테이트 신도림역 센트럴,20241101,40000,29.99,44.7528,12.0,2023.0,7,7
2024,11305,강북구,10100,미아동,휴가하우스,20241101,25000,32.9,24.0,3.0,2013.0,3,54
2024,11305,강북구,10300,수유동,환경빌라,20241101,19000,63.12,50.0,2.0,2001.0,3,24
2024,11545,금천구,10200,독산동,호암빌11차,20241101,12700,24.91,14.0,5.0,2016.0,1,38
2024,11500,강서구,10300,화곡동,호성그린뷰,20241101,16000,28.06,17.0,2.0,2016.0,9,42
2024,11740,강동구,10700,암사동,현대홈타운,20241101,126700,84.98,0.0,9.0,2004.0,15,9
2024,11170,용산구,10100,후암동,현대하이츠빌라(가),20241101,88000,67.95,36.0,-1.0,1994.0,10,2
2024,11470,양천구,10200,목동,현대파리지앙,20241101,20000,37.78,48.23,13.0,2004.0,5,32
2024,11560,영등포구,12400,문래동6가,현대2차,20241101,64700,59.85,0.0,1.0,1987.0,11,0
2024,11740,강동구,10100,명일동,현대(명일),20241101,70000,57.09,0.0,11.0,1988.0,15,9
2024,11350,노원구,10600,중계동,현대(3차),20241101,74900,84.35,0.0,4.0,1992.0,13,97
2024,11710,송파구,10100,잠실동,행운빌리지다동(321-21),20241101,43500,50.58,24.0,3.0,2004.0,28,23
2024,11200,성동구,10700,행당동,행당브라운스톤,20241101,99800,59.27,0.0,2.0,2005.0,14,6
2024,11290,성북구,13800,장위동,"해성타운A,B동",20241101,20900,44.06,23.0,2.0,1994.0,9,7
2024,11350,노원구,10500,상계동,한일유앤아이,20241101,90000,84.991,0.0,11.0,2005.0,13,48
2024,11305,강북구,10300,수유동,한양하이빌(270-27),20241101,15850,27.54,16.0,2.0,2017.0,3,24
2024,11500,강서구,10400,가양동,한보구암마을,20241101,78500,84.39,0.0,3.0,1999.0,9,23
2024,11305,강북구,10300,수유동,한마음빌라,20241101,19700,68.84,35.0,1.0,1992.0,3,24
2024,11200,성동구,11300,옥수동,한남하이츠,20241101,224000,101.12,0.0,7.0,1982.0,14,16
2024,11560,영등포구,11600,당산동6가,한강 더채움,20241101,89700,57.688,71.437,10.0,2022.0,11,0
2024,11470,양천구,10200,목동,하이베라스,20241101,14800,35.39,46.63,11.0,2003.0,5,32
2024,11710,송파구,10100,잠실동,하우징허브,20241101,40000,29.9,18.0,6.0,2016.0,28,23
2024,11305,강북구,10300,수유동,프라비아,20241101,24000,34.9,20.0,3.0,2017.0,3,24
2024,11620,관악구,10100,봉천동,프라비다2,20241101,17000,19.61,0.0,7.0,2013.0,4,112
2024,11410,서대문구,11800,홍은동,풍림2,20241101,59000,58.5,0.0,5.0,1990.0,5,10
2024,11680,강남구,11400,일원동,푸른마을아파트101동~111동,20241101,164000,59.76,0.0,13.0,1994.0,21,46
2024,11230,동대문구,10600,장안동,포에버빌,20241101,38800,43.03,27.0,3.0,2015.0,6,5
2024,11350,노원구,10500,상계동,포레나노원,20241101,85000,59.986,0.0,13.0,2020.0,13,48
2024,11215,광진구,10900,군자동,평강온새미로,20241101,43500,58.78,28.0,3.0,2015.0,11,2
2024,11545,금천구,10200,독산동,퍼스티아,20241101,47000,40.18,25.0,4.0,2024.0,1,38
2024,11710,송파구,10800,문정동,파크하비오,20241101,49000,50.68,64.23,9.0,,28,8
2024,11710,송파구,10200,신천동,파크리오,20241101,240000,84.79,0.0,9.0,2008.0,28,9
2024,11650,서초구,10200,양재동,트윈타워,20241101,12400,24.07,24.07,3.0,1991.0,12,8
2024,11170,용산구,10700,동자동,트윈시티 남산,20241101,28500,25.43,40.64,9.0,2015.0,10,0
2024,11710,송파구,10100,잠실동,트리지움,20241101,248500,84.95,0.0,8.0,2007.0,28,23
2024,11650,서초구,10100,방배동,태림,20241101,110000,102.8,0.0,1.0,2004.0,12,36
2024,11230,동대문구,10700,청량리동,청량리 롯데캐슬 하이루체,20241101,94623,59.931,0.0,14.0,0.0,6,8
2024,11680,강남구,10400,청담동,청담건영,20241101,272000,84.595,0.0,9.0,1994.0,21,7
2024,11680,강남구,10400,청담동,청담4차이-편한세상,20241101,218000,84.57,0.0,7.0,2011.0,21,7
2024,11740,강동구,10900,천호동,천호태영아파트,20241101,107000,114.83,0.0,9.0,1999.0,15,14
2024,11320,도봉구,10700,창동,창동주공3단지(해등마을),20241101,54000,49.94,0.0,10.0,1990.0,3,21
2024,11380,은평구,10800,역촌동,진영아트빌,20241101,22000,53.53,31.0,4.0,2002.0,13,1
2024,11230,동대문구,10100,신설동,주함해븐아파트,20241101,71500,67.84,0.0,6.0,2008.0,6,5
2024,11560,영등포구,13000,양평동6가,주하빌,20241101,20000,30.61,18.0,5.0,2010.0,11,0
2024,11320,도봉구,10700,창동,주공17단지,20241101,31400,36.16,0.0,7.0,1989.0,3,21
2024,11590,동작구,10700,사당동,제일,20241101,80000,60.03,0.0,5.0,1987.0,12,14
2024,11740,강동구,10700,암사동,정우홈타운,20241101,27200,43.74,25.0,3.0,2008.0,15,9
2024,11290,성북구,13300,정릉동,정릉2차e-편한세상,20241101,93000,114.96,0.0,6.0,2009.0,9,22
2024,11290,성북구,13300,정릉동,잼스톤빌리지1단지,20241101,28300,49.21,31.0,6.0,2015.0,9,22
2024,11215,광진구,10500,자양동,자양호반써밋,20241101,131000,59.09,0.0,23.0,2021.0,11,22
2024,11620,관악구,10100,봉천동,일주하우스,20241101,41500,47.43,27.0,2.0,2016.0,4,112
2024,11170,용산구,13000,이태원동,이화빌라(129-12),20241101,145000,84.39,44.0,3.0,1992.0,10,29
2024,11530,구로구,10800,오류동,이좋은집,20241101,11700,29.43,37.53,6.0,2005.0,7,12
2024,11290,성북구,10300,돈암동,이수브라운스톤돈암,20241101,71700,59.99,0.0,2.0,2004.0,9,28
2024,11350,노원구,10500,상계동,은빛정원,20241101,30500,42.68,26.0,4.0,2017.0,13,48
2024,11680,강남구,10600,대치동,은마,20241101,258500,76.79,0.0,10.0,1979.0,21,37
2024,11680,강남구,10600,대치동,은마,20241101,270000,76.79,0.0,13.0,1979.0,21,37
2024,11380,은평구,10400,갈현동,유호루하스,20241101,11500,16.768,0.0,4.0,2018.0,13,68
2024,11260,중랑구,10100,면목동,유일빌리지,20241101,34500,40.72,25.0,4.0,2016.0,8,15
2024,11500,강서구,10300,화곡동,유앤미,20241101,25000,40.36,25.0,4.0,2016.0,9,42
2024,11215,광진구,10400,광장동,워커힐,20241101,295000,226.45,0.0,6.0,1978.0,11,10
2024,11380,은평구,11400,진관동,웅신 미켈란의 아침,20241101,11150,19.06,32.8907,4.0,2017.0,13,33
2024,11710,송파구,11200,오금동,우창,20241101,111000,76.42,0.0,3.0,1985.0,28,18
2024,11305,강북구,10400,우이동,우이빌라맨숀,20241101,20000,111.22,94.0,2.0,1983.0,3,1
2024,11320,도봉구,10700,창동,우성하이츠빌라,20241101,10800,36.93,15.0,-1.0,1995.0,3,21
2024,11680,강남구,10300,개포동,우성8,20241101,219000,79.61,0.0,2.0,1987.0,21,35
2024,11560,영등포구,13200,신길동,우성1,20241101,70500,49.64,0.0,14.0,1986.0,11,51
2024,11380,은평구,11400,진관동,우물골2단지두산위브(223~244동)BL2-7,20241101,104000,101.95,0.0,5.0,2010.0,13,33
2024,11620,관악구,10300,남현동,우림루미아트,20241101,84000,84.51,0.0,8.0,2004.0,4,1
2024,11170,용산구,12400,한강로1가,용산파크자이,20241101,42000,37.26,50.91,7.0,2005.0,10,0
2024,11740,강동구,10600,둔촌동,올림픽파크 포레온,20241101,200000,95.97,0.0,20.0,0.0,15,15
2024,11740,강동구,10600,둔촌동,올림픽파크 포레온,20241101,222436,84.99,0.0,27.0,0.0,15,15
2024,11710,송파구,11100,방이동,올림픽선수기자촌2단지,20241101,270000,126.18,0.0,1.0,1988.0,28,19
2024,11650,서초구,10800,서초동,예전빌라트,20241101,61000,78.26,42.0,3.0,1997.0,12,55
2024,11410,서대문구,11200,대현동,예스에이피엠,20241101,35000,38.72,0.0,12.0,2007.0,5,1
2024,11500,강서구,10200,등촌동,예림홈타운,20241101,24000,50.44,31.0,5.0,2008.0,9,45
2024,11215,광진구,10500,자양동,예닮,20241101,55000,30.46,19.0,3.0,2017.0,11,22
2024,11470,양천구,10200,목동,연우넥스트,20241101,28800,32.42,23.0,2.0,2016.0,5,32
2024,11680,강남구,10100,역삼동,역삼역센트럴푸르지오시티,20241101,31500,27.376,43.6857,6.0,2019.0,21,4
2024,11710,송파구,10800,문정동,엠스테이트,20241101,24000,27.81,37.87,13.0,,28,8
2024,11710,송파구,10800,문정동,엠스테이트,20241101,24000,27.81,37.87,13.0,,28,8
2024,11215,광진구,10700,화양동,엘리시아1차,20241101,18756,15.045,24.262,6.0,2021.0,11,19
2024,11290,성북구,13300,정릉동,엘렌시아,20241101,32000,29.94,23.0,4.0,2021.0,9,22
2024,11740,강동구,10600,둔촌동,에덴빌라,20241101,71000,75.48,40.0,4.0,2001.0,15,15
2024,11470,양천구,10300,신월동,양천벽산블루밍2단지,20241101,71000,84.77,0.0,9.0,2006.0,5,46
2024,11230,동대문구,10300,제기동,안암골벽산,20241101,83000,84.98,0.0,15.0,2003.0,6,20
2024,11110,종로구,17100,명륜2가,아남2,20241101,84000,59.4,0.0,4.0,1996.0,15,0
2024,11290,성북구,13800,장위동,신성블래스빌,20241101,32000,40.18,25.0,2.0,2016.0,9,7
2024,11200,성동구,10500,마장동,신성미소지움,20241101,93000,84.99,0.0,1.0,2004.0,14,3
2024,11650,서초구,10600,잠원동,신반포16,20241101,282000,83.51,0.0,2.0,1983.0,12,2
2024,11470,양천구,10300,신월동,신목동비바힐스,20241101,37440,72.96,89.268,17.0,2023.0,5,46
2024,11470,양천구,10300,신월동,신목동비바힐스,20241101,27090,54.83,68.367,13.0,2023.0,5,46
2024,11590,동작구,10900,신대방동,신대방빌,20241101,16800,13.94,10.0,2.0,2012.0,12,11
2024,11590,동작구,10100,노량진동,시온빌라,20241101,133000,53.48,36.0,2.0,1994.0,12,1
2024,11560,영등포구,11000,여의도동,시범,20241101,177500,60.96,0.0,13.0,1971.0,11,27
2024,11260,중랑구,10600,신내동,스타힐스,20241101,43000,46.95,36.0,3.0,2022.0,8,6
2024,11320,도봉구,10600,방학동,스카이빌라,20241101,28200,56.17,31.0,3.0,2012.0,3,23
2024,11320,도봉구,10700,창동,스마트트라움,20241101,17000,16.42,0.0,9.0,2021.0,3,21
2024,11500,강서구,10300,화곡동,쉐라톤빌리지(55-12),20241101,15200,37.44,19.0,2.0,1993.0,9,42
2024,11710,송파구,11400,마천동,송파파크데일1단지,20241101,96500,84.99,0.0,9.0,2011.0,28,2
2024,11215,광진구,10500,자양동,세움그린빌(598-26),20241101,64800,58.5,31.0,2.0,2010.0,11,22
2024,11470,양천구,10300,신월동,성심(45-11),20241101,9500,40.71,25.0,4.0,1992.0,5,46
2024,11440,마포구,12500,성산동,성산월드타운대림,20241101,132500,136.465,0.0,16.0,2004.0,16,11
2024,11350,노원구,10200,월계동,성북맨션,20241101,53500,65.35,0.0,4.0,1976.0,13,71
2024,11500,강서구,10200,등촌동,예림홈타운,20241101,24000,50.44,31.0,5.0,2008.0,9,45
2024,11290,성북구,13800,장위동,석계역 한일노벨리아시티,20241101,10500,18.031,27.6103,10.0,2019.0,9,7
2024,11170,용산구,10900,청파동1가,서진파크빌,20241101,57500,29.29,21.0,5.0,2022.0,10,0
2024,11620,관악구,10100,봉천동,서울대입구삼성,20241101,70400,59.78,0.0,12.0,1999.0,4,112
2024,11440,마포구,12000,서교동,서교스위트하우스3,20241101,41000,41.02,30.0,2.0,2014.0,16,1
2024,11440,마포구,11400,창전동,서강오벨리스크스위트,20241101,125000,84.96,0.0,7.0,2007.0,16,0
2024,11500,강서구,10300,화곡동,상우빌라,20241101,16000,54.9,28.0,4.0,2001.0,9,42
2024,11350,노원구,10500,상계동,상계주공6(고층),20241101,69500,58.01,0.0,10.0,1988.0,13,48
2024,11350,노원구,10500,상계동,상계주공12(고층),20241101,58500,61.52,0.0,15.0,1988.0,13,48
2024,11350,노원구,10500,상계동,상계주공1(고층),20241101,41000,41.3,0.0,7.0,1988.0,13,48
2024,11560,영등포구,13200,신길동,삼환,20241101,99000,84.84,0.0,17.0,1997.0,11,51
2024,11650,서초구,10200,양재동,삼호물산빌딩,20241101,31700,71.44,95.38,20.0,1991.0,12,8
2024,11470,양천구,10200,목동,삼익,20241101,133000,84.88,0.0,3.0,1997.0,5,32
2024,11680,강남구,10800,논현동,삼아프라자,20241101,16500,24.84,24.84,7.0,2000.0,21,2
2024,11500,강서구,10300,화곡동,삼성아이맨션,20241101,25000,67.44,29.0,3.0,2002.0,9,42
2024,11545,금천구,10300,시흥동,삼성빌라,20241101,20500,77.13,39.0,-1.0,1993.0,1,57
2024,11305,강북구,10100,미아동,삼성래미안트리베라2단지,20241101,74500,59.38,0.0,7.0,2010.0,3,54
2024,11590,동작구,10700,사당동,삼성래미안,20241101,125500,114.502,0.0,8.0,2003.0,12,14
2024,11680,강남구,10500,삼성동,삼성동 롯데캐슬 클라쎄,20241101,152000,69.03,99.9121,18.0,2019.0,21,8
2024,11560,영등포구,11000,여의도동,삼부,20241101,250000,92.13,0.0,7.0,1975.0,11,27
2024,11650,서초구,10200,양재동,비버리하임(1단지),20241101,65000,56.59,26.0,6.0,2017.0,12,8
2024,11500,강서구,10300,화곡동,보경빌라,20241101,23800,59.6,37.0,2.0,2001.0,9,42
2024,11305,강북구,10100,미아동,벽산라이브파크,20241101,54000,59.67,0.0,5.0,2004.0,3,54
2024,11230,동대문구,10800,회기동,베라체캠퍼스,20241101,22500,24.011,0.0,6.0,2013.0,6,9
2024,11440,마포구,11200,현석동,밤섬예가클래식,20241101,158000,82.36,0.0,12.0,1989.0,16,0
2024,11650,서초구,10700,반포동,반포리체,20241101,285000,59.994,0.0,21.0,2010.0,12,20
2024,11230,동대문구,10700,청량리동,미주,20241101,65500,101.62,0.0,3.0,1978.0,6,8
2024,11530,구로구,10100,신도림동,미성,20241101,79700,83.67,0.0,8.0,1987.0,7,7
2024,11530,구로구,10100,신도림동,미성,20241101,85000,83.67,0.0,9.0,1987.0,7,7
2024,11710,송파구,10800,문정동,문정대우푸르지오1차,20241101,116700,84.86,0.0,19.0,1999.0,28,8
2024,11560,영등포구,12400,문래동6가,문래동 현대홈시티2,20241101,44500,58.19,72.12,6.0,2004.0,11,0
2024,11560,영등포구,12400,문래동6가,문래동 현대홈시티1,20241101,64000,80.56,98.65,9.0,2004.0,11,0
2024,11560,영등포구,12400,문래동6가,문래동 대우 이안,20241101,55000,65.54,84.01,11.0,2004.0,11,0
2024,11410,서대문구,11100,홍제동,무악재한화,20241101,90000,84.28,0.0,4.0,2001.0,5,5
2024,11470,양천구,10200,목동,목동신시가지7,20241101,252000,101.2,0.0,6.0,1986.0,5,32
2024,11470,양천구,10200,목동,목동신시가지5,20241101,330000,143.36,0.0,3.0,1986.0,5,32
2024,11470,양천구,10200,목동,목동신시가지3,20241101,315000,153.58,0.0,2.0,1986.0,5,32
2024,11470,양천구,10200,목동,목동 성우네트빌,20241101,29400,48.06,66.28,8.0,2004.0,5,32
2024,11710,송파구,10100,잠실동,메카빌라(328-1),20241101,40700,52.04,26.0,2.0,2004.0,28,23
2024,11170,용산구,10200,용산동2가,(1-631),20241101,24500,30.87,15.0,-1.0,1997.0,10,0
2024,11710,송파구,11100,방이동,(112-3),20241101,30500,41.155,31.0,1.0,1987.0,28,19
2024,11560,영등포구,11000,여의도동,맨하탄21리빙텔,20241101,22000,41.58,41.58,11.0,2001.0,11,27
2024,11350,노원구,10200,월계동,(270-8),20241101,20000,43.2,37.0,2.0,1976.0,13,71
2024,11710,송파구,10700,가락동,(5-12),20241101,16000,29.6,17.0,2.0,2009.0,28,10
2024,11710,송파구,10700,가락동,(5-12),20241101,15600,33.75,16.0,5.0,2009.0,28,10
2024,11710,송파구,10700,가락동,(5-12),20241101,20400,41.64,21.0,4.0,2009.0,28,10
2024,11710,송파구,10700,가락동,(5-12),20241101,21000,43.35,24.0,5.0,2009.0,28,10
2024,11710,송파구,10700,가락동,(5-12),20241101,27800,54.39,29.0,4.0,2009.0,28,10
2024,11710,송파구,10700,가락동,(5-12),20241101,54000,94.32,56.0,2.0,2009.0,28,10
2024,11710,송파구,10700,가락동,(5-12),20241101,50200,95.41,56.0,3.0,2009.0,28,10
2024,11410,서대문구,10100,충정로2가,(63-0),20241101,19500,31.01,11.0,4.0,2002.0,5,0
2024,11680,강남구,10800,논현동,마일스디오빌,20241101,41000,36.29,0.0,13.0,2004.0,21,2
2024,11440,마포구,11100,신수동,마인빌,20241101,36700,32.7,20.0,4.0,2022.0,16,8
2024,11305,강북구,10200,번동,라움빌,20241101,34800,40.86,25.0,5.0,2019.0,3,3
2024,11380,은평구,10500,구산동,(7-29),20241101,14500,36.79,27.0,1.0,1986.0,13,27
2024,11500,강서구,10500,마곡동,마곡엠벨리(14단지),20241101,143500,84.88,0.0,15.0,2014.0,9,8
2024,11560,영등포구,11900,문래동1가,2030센터뷰,20241101,42500,26.78,11.0,7.0,2023.0,11,0
2024,11140,중구,16500,황학동,DUO302,20241101,16300,15.97,0.0,12.0,2014.0,23,0
2024,11215,광진구,10500,자양동,더 라움 펜트하우스,20241101,128000,58.82,88.97,12.0,2022.0,11,22
2024,11680,강남구,10100,역삼동,e-편한세상,20241101,230000,59.606,0.0,8.0,2005.0,21,4
2024,11380,은평구,10700,응암동,e편한세상백련산,20241101,82000,84.31,0.0,1.0,2022.0,13,46
2024,11560,영등포구,12800,양평동4가,르네상스 한강 오피스텔,20241101,19000,23.4,31.73,8.0,2004.0,11,0
2024,11590,동작구,10200,상도동,루나포레30,20241101,59900,65.03,40.0,2.0,2022.0,12,8
2024,11350,노원구,10300,공릉동,로우폴리스,20241101,11000,29.07,36.65,10.0,2004.0,13,36
2024,11215,광진구,10200,능동,로뎀파크,20241101,43800,46.95,35.0,3.0,2010.0,11,5
2024,11530,구로구,10200,구로동,럭키,20241101,55750,59.98,0.0,13.0,1992.0,7,23
2024,11500,강서구,10200,등촌동,래안빌,20241101,28100,22.2,19.0,3.0,2019.0,9,45
2024,11470,양천구,10200,목동,목동 성우네트빌,20241101,29400,48.06,66.28,8.0,2004.0,5,32
2024,11380,은평구,10700,응암동,거성리젠시,20241101,27700,29.99,8.0,6.0,2020.0,13,46
2024,11560,영등포구,12700,양평동3가,거성파스텔,20241101,89000,59.96,0.0,14.0,1999.0,11,0
2024,11710,송파구,11300,거여동,거여1단지,20241101,76500,49.8,0.0,8.0,1997.0,28,55
2024,11710,송파구,11300,거여동,거여4단지,20241101,85000,59.73,0.0,2.0,1997.0,28,55
2024,11380,은평구,10700,응암동,건영빌라(270-59),20241101,30000,37.71,19.0,1.0,1994.0,13,46
2024,11680,강남구,10400,청담동,경원오피스텔,20241101,23500,22.77,31.66,15.0,1991.0,21,7
2024,11680,강남구,10300,개포동,래미안블레스티지,20241101,345000,99.919,0.0,3.0,2019.0,21,35
2024,11440,마포구,11500,상수동,래미안밤섬리베뉴Ⅰ,20241101,138000,59.99,0.0,6.0,2014.0,16,1
2024,11230,동대문구,11000,이문동,래미안 라그란데,20241101,86647,59.95,0.0,4.0,0.0,6,1
2024,11215,광진구,10500,자양동,라클라쎄,20241101,38000,26.31,17.0,2.0,2021.0,11,22
2024,11320,도봉구,10700,창동,공간애,20241101,36000,82.04,42.0,5.0,2009.0,3,21
2024,11305,강북구,10200,번동,라움빌,20241101,34800,40.86,25.0,5.0,2019.0,3,3
2024,11710,송파구,11100,방이동,라온펠리체,20241101,53500,45.35,28.0,3.0,2017.0,28,19
2024,11500,강서구,10300,화곡동,라온빌리지,20241101,20800,26.5,16.0,4.0,2016.0,9,42
2024,11500,강서구,10200,등촌동,등촌파밀리에더클래식101동,20241101,62000,49.77,0.0,2.0,2020.0,9,45
2024,11500,강서구,10800,공항동,드리미타운,20241101,27500,41.46,21.0,2.0,2017.0,9,3
2024,11740,강동구,10800,성내동,둔촌역청구,20241101,83300,59.96,0.0,9.0,1999.0,15,3
2024,11620,관악구,10100,봉천동,관악월드메르디앙,20241101,69000,79.27,0.0,4.0,2005.0,4,112
2024,11230,동대문구,10400,전농동,광은빌라,20241101,54000,66.37,37.0,1.0,1992.0,6,28
2024,11215,광진구,10400,광장동,광장현대9단지,20241101,112500,59.97,0.0,3.0,1999.0,11,10
2024,11410,서대문구,11000,북아현동,두산,20241101,84000,59.96,0.0,3.0,1999.0,5,13
2024,11305,강북구,10300,수유동,동해팰리스,20241101,27000,56.5,35.0,3.0,2012.0,3,24
2024,11530,구로구,10200,구로동,구로동복합건물OPUS1,20241101,14500,31.2,40.59,6.0,2004.0,7,23
2024,11215,광진구,10300,구의동,구의현대2단지,20241101,148000,84.91,0.0,5.0,1996.0,11,5
2024,11215,광진구,10300,구의동,구의현대2단지,20241101,161000,84.91,0.0,15.0,1996.0,11,5
2024,11350,노원구,10200,월계동,그랑디오피스텔,20241101,13800,40.31,40.31,3.0,2002.0,13,71
2024,11200,성동구,11300,옥수동,극동,20241101,107000,57.78,0.0,13.0,1986.0,14,16
2024,11215,광진구,10400,광장동,극동1,20241101,155100,126.94,0.0,2.0,1985.0,11,10
2024,11680,강남구,10300,개포동,금성아트,20241101,49500,43.11,23.0,1.0,1991.0,21,35
2024,11545,금천구,10200,독산동,금천 롯데캐슬 골드파크 2차,20241101,18400,27.03,38.83,13.0,2017.0,1,38
2024,11290,성북구,13300,정릉동,길음뉴타운데시앙,20241101,50000,59.42,0.0,2.0,1999.0,9,22
2024,11290,성북구,13400,길음동,길음동동부센트레빌(1278-0),20241101,77500,59.998,0.0,18.0,2003.0,9,8
2024,11170,용산구,12400,한강로1가,용산파크자이,20241101,42000,37.26,50.91,7.0,2005.0,10,0
2024,11290,성북구,13700,상월곡동,동아에코빌,20241101,61000,59.95,0.0,6.0,2003.0,9,1
2024,11500,강서구,10100,염창동,동아3,20241101,80500,59.7,0.0,12.0,1999.0,9,4
2024,11710,송파구,10400,송파동,낙원빌라,20241101,48000,50.18,36.0,2.0,1990.0,28,17
